ID,Label,Glottocode,ISO639P3code,Name,Family,Latitude,Longitude,Project,ProjectFile,EntryDate,Comment,Link,Set
v_highlandpueblanahuatlhigh1278,Highland_Puebla_Nahuatl_high1278,high1278,azz,Highland Puebla Nahuatl,Uto-Aztecan,20.1554,-97.5556,varikin,Highland_Puebla_Nahuatl_high1278.txt,NA,,NA,Varikin
v_hindihind1269,Hindi_hind1269,hind1269,hin,Hindi,Indo-European,25,77,varikin,Hindi_hind1269.txt,NA,,NA,Varikin
v_hinuqhinu1240,Hinuq_hinu1240,hinu1240,gin,Hinuq,Nakh-Daghestanian,42.4502,45.8064,varikin,Hinuq_hinu1240.txt,NA,,NA,Varikin
v_hittitehitt1242,Hittite_hitt1242,hitt1242,hit,Hittite,Indo-European,40,35,varikin,Hittite_hitt1242.txt,NA,,NA,Varikin
v_hopihopi1249,Hopi_hopi1249,hopi1249,hop,Hopi,Uto-Aztecan,35.7653,-110.535,varikin,Hopi_hopi1249.txt,NA,,NA,Varikin
v_hopishopi1249b,Hopi_S__hopi1249b,hopi1249,hop,Hopi,Uto-Aztecan,35.7653,-110.535,varikin,Hopi_S__hopi1249b.txt,NA,,NA,Varikin
v_hotiyuwanayuwa1244,Hoti_Yuwana__yuwa1244,yuwa1244,yau,Hoti,,5.63879,-65.4267,varikin,Hoti_Yuwana__yuwa1244.txt,NA,,NA,Varikin
v_huastecnahuatlhuas1257,Huastec_Nahuatl_huas1257,huas1257,,Huasteca Nahuatl,Uto-Aztecan,,,varikin,Huastec_Nahuatl_huas1257.txt,NA,,NA,Varikin
v_huicholhuic1243,Huichol_huic1243,huic1243,hch,Huichol,Uto-Aztecan,21.954,-104.062,varikin,Huichol_huic1243.txt,NA,,NA,Varikin
v_hunzibhunz1247,Hunzib_hunz1247,hunz1247,huz,Hunzib,Nakh-Daghestanian,42.0808,46.1369,varikin,Hunzib_hunz1247.txt,NA,,NA,Varikin
v_hupahupa1239,Hupa_hupa1239,hupa1239,hup,Hupa-Chilula,,41.0982,-123.68,varikin,Hupa_hupa1239.txt,NA,,NA,Varikin
v_icelandicicel1247,Icelandic_icel1247,icel1247,isl,Icelandic,Indo-European,63.4837,-19.0212,varikin,Icelandic_icel1247.txt,NA,,NA,Varikin
v_ifaluknuclearwoleaiannucl1479,Ifaluk_Nuclear_Woleaian__nucl1479,nucl1479,,Nuclear Woleaian,Austronesian,,,varikin,Ifaluk_Nuclear_Woleaian__nucl1479.txt,NA,,NA,Varikin
v_igbonucl1417,Igbo_nucl1417,nucl1417,ibo,Igbo,Atlantic-Congo,4.62705,7.23441,varikin,Igbo_nucl1417.txt,NA,,NA,Varikin
v_ignacianoigna1246,Ignaciano_igna1246,igna1246,ign,Ignaciano,Arawakan,-15.1188,-65.3993,varikin,Ignaciano_igna1246.txt,NA,,NA,Varikin
v_ingrianingr1248,Ingrian_ingr1248,ingr1248,izh,Ingrian,Uralic,59.47403,29.71145,varikin,Ingrian_ingr1248.txt,NA,,NA,Varikin
v_ingushingu1240,Ingush_ingu1240,ingu1240,inh,Ingush,Nakh-Daghestanian,43.11,45.03,varikin,Ingush_ingu1240.txt,NA,,NA,Varikin
v_inxokvariinxo1238,Inxokvari_inxo1238,inxo1238,,Inxokvari,Nakh-Daghestanian,,,varikin,Inxokvari_inxo1238.txt,NA,,NA,Varikin
v_irishiris1253,Irish_iris1253,iris1253,gle,Irish,Indo-European,53.2186,-7.61509,varikin,Irish_iris1253.txt,NA,,NA,Varikin
v_italianital1282,Italian_ital1282,ital1282,ita,Italian,Indo-European,43.0464,12.6489,varikin,Italian_ital1282.txt,NA,,NA,Varikin
v_itonamaiton1250,Itonama_iton1250,iton1250,ito,Itonama,,-12.80431,-64.35748,varikin,Itonama_iton1250.txt,NA,,NA,Varikin
v_iyojwajachoroteiyoj1235,Iyojwa_ja_Chorote_iyoj1235,iyoj1235,crt,Iyojwa'ja Chorote,,-22.1896,-63.2383,varikin,Iyojwa_ja_Chorote_iyoj1235.txt,NA,,NA,Varikin
v_jamaicancreolejama1262,Jamaican_Creole_jama1262,jama1262,jam,Jamaican Creole English,Indo-European,18.13,-77.2612,varikin,Jamaican_Creole_jama1262.txt,NA,,NA,Varikin
v_japanesenucl1643,Japanese_nucl1643,nucl1643,jpn,Japanese,,35,135,varikin,Japanese_nucl1643.txt,NA,,NA,Varikin
v_jarujaru1254,Jaru_jaru1254,jaru1254,ddj,Jaru,Pama-Nyungan,-18.3288,128.262,varikin,Jaru_jaru1254.txt,NA,,NA,Varikin
v_jicarillajica1244,Jicarilla_jica1244,jica1244,apj,Jicarilla Apache,,36.8079,-107.007,varikin,Jicarilla_jica1244.txt,NA,,NA,Varikin
v_judeotatjude1256,Judeo_Tat_jude1256,jude1256,jdt,Judeo-Tat,Indo-European,42.068306,48.264749,varikin,Judeo_Tat_jude1256.txt,NA,,NA,Varikin
v_kadarkada1242,Kadar_kada1242,kada1242,kej,Kadar,Dravidian,11.0602,76.7285,varikin,Kadar_kada1242.txt,NA,,NA,Varikin
v_kagulukagu1239,Kagulu_kagu1239,kagu1239,kki,Kagulu,Atlantic-Congo,-6.38204,37.0534,varikin,Kagulu_kagu1239.txt,NA,,NA,Varikin
v_kalkatungukalk1246,Kalkatungu_kalk1246,kalk1246,ktg,Kalkutung,Pama-Nyungan,-21,139.5,varikin,Kalkatungu_kalk1246.txt,NA,,NA,Varikin
v_kamayurakama1373,Kamayurá_kama1373,kama1373,kay,Kamayurá,Tupian,-12.2661,-53.4651,varikin,Kamayurá_kama1373.txt,NA,,NA,Varikin
v_kambakamb1297,Kamba_kamb1297,kamb1297,kam,Kamba (Kenya),Atlantic-Congo,-1.60827,37.9532,varikin,Kamba_kamb1297.txt,NA,,NA,Varikin
v_kankanaynort2877,Kankanay_nort2877,nort2877,xnn,Northern Kankanay,Austronesian,17.1057,120.786,varikin,Kankanay_nort2877.txt,NA,,NA,Varikin
v_kaondekaon1241,Kaonde_kaon1241,kaon1241,kqn,Kaonde,Atlantic-Congo,-12.4129,25.7646,varikin,Kaonde_kaon1241.txt,NA,,NA,Varikin
v_kapingamarangikapi1249,Kapingamarangi_kapi1249,kapi1249,kpg,Kapingamarangi,Austronesian,1.039166,154.797223,varikin,Kapingamarangi_kapi1249.txt,NA,,NA,Varikin
v_karajarrikara1476,Karajarri_kara1476,kara1476,gbd,Karadjeri,Pama-Nyungan,-18.6771,122.334,varikin,Karajarri_kara1476.txt,NA,,NA,Varikin
v_kariyarrakari1304,Kariyarra_kari1304,kari1304,vka,Kariyarra,Pama-Nyungan,-20.445,118.613,varikin,Kariyarra_kari1304.txt,NA,,NA,Varikin
v_karokkaro1304,Karok_karo1304,karo1304,kyh,Karok,,41.8228,-123.315,varikin,Karok_karo1304.txt,NA,,NA,Varikin
v_kartujarrakart1247,Kartujarra_kart1247,kart1247,,Kartujarra,Pama-Nyungan,,,varikin,Kartujarra_kart1247.txt,NA,,NA,Varikin
v_karuwalikarr1236,Karuwali_karr1236,karr1236,rxw,Karruwali,Pama-Nyungan,,,varikin,Karuwali_karr1236.txt,NA,,NA,Varikin
v_kashmirikash1277,Kashmiri_kash1277,kash1277,kas,Kashmiri,Indo-European,34.166825,74.330455,varikin,Kashmiri_kash1277.txt,NA,,NA,Varikin
v_kaurnakaur1267,Kaurna_kaur1267,kaur1267,zku,Kaurna,Pama-Nyungan,-34.34966141,138.4800794,varikin,Kaurna_kaur1267.txt,NA,,NA,Varikin
v_kawaiisukawa1283,Kawaiisu_kawa1283,kawa1283,xaw,Kawaiisu,Uto-Aztecan,36.0538,-118.679,varikin,Kawaiisu_kawa1283.txt,NA,,NA,Varikin
v_kazakhkaza1248,Kazakh_kaza1248,kaza1248,kaz,Kazakh,Turkic,41.8729,65.7709,varikin,Kazakh_kaza1248.txt,NA,,NA,Varikin
v_kazymberezoversuryskarerkhantykhan1273,Kazym_Berezover_Suryskarer_Khanty_khan1273,khan1273,kca,Kazym-Berezover-Suryskarer Khanty,Uralic,62.4308,66.1218,varikin,Kazym_Berezover_Suryskarer_Khanty_khan1273.txt,NA,,NA,Varikin
v_kelekele1257,Kélé_kele1257,kele1257,keb,Kélé,Atlantic-Congo,-0.78854,10.3836,varikin,Kélé_kele1257.txt,NA,,NA,Varikin
v_kerewekere1283,Kerewe_kere1283,kere1283,ked,Kerewe,Atlantic-Congo,-2.09315,33.5326,varikin,Kerewe_kere1283.txt,NA,,NA,Varikin
v_ketkett1243,Ket_kett1243,kett1243,ket,Ket,,63.7551,87.5466,varikin,Ket_kett1243.txt,NA,,NA,Varikin
v_kikuyukiku1240,Kikuyu_kiku1240,kiku1240,kik,Kikuyu,Atlantic-Congo,-0.29005,36.719,varikin,Kikuyu_kiku1240.txt,NA,,NA,Varikin
v_kiowaapachekiow1264,Kiowa_Apache_kiow1264,kiow1264,apk,Kiowa Apache,,34.9077,-98.2461,varikin,Kiowa_Apache_kiow1264.txt,NA,,NA,Varikin
v_kitanemukserr1255b,Kitanemuk_serr1255b,serr1255,ser,Serrano,Uto-Aztecan,33.9479,-116.772,varikin,Kitanemuk_serr1255b.txt,NA,,NA,Varikin
v_kodavakoda1255,Kodava_koda1255,koda1255,kfa,Kodava,Dravidian,12.2443,75.9161,varikin,Kodava_koda1255.txt,NA,,NA,Varikin
v_kodikodi1247,Kodi_kodi1247,kodi1247,kod,Kodi-Gaura,Austronesian,-9.6373,119.114,varikin,Kodi_kodi1247.txt,NA,,NA,Varikin
v_komizyriankomi1268,Komi_Zyrian_komi1268,komi1268,kpv,Komi-Zyrian,Uralic,64.0527,54.946,varikin,Komi_Zyrian_komi1268.txt,NA,,NA,Varikin
v_komkomc1235,Kom_komc1235,komc1235,bkm,Kom (Cameroon),Atlantic-Congo,6.2596,10.3348,varikin,Kom_komc1235.txt,NA,,NA,Varikin
v_komodrckomo1260,Komo_DRC__komo1260,komo1260,kmw,Komo (Democratic Republic of Congo),Atlantic-Congo,-0.76333,26.7144,varikin,Komo_DRC__komo1260.txt,NA,,NA,Varikin
v_kotakota1274,Kota_kota1274,kota1274,koq,Kota (Gabon),Atlantic-Congo,1.016,13.97,varikin,Kota_kota1274.txt,NA,,NA,Varikin
v_koyakoya1251,Koya_koya1251,koya1251,kff,Koya,Dravidian,17.6772,81.2096,varikin,Koya_koya1251.txt,NA,,NA,Varikin
v_kuikuii1252,Kui_kuii1252,kuii1252,kxu,Kui (India),Dravidian,19.2043,83.5859,varikin,Kui_kuii1252.txt,NA,,NA,Varikin
v_kukatjakuka1246,Kukatja_kuka1246,kuka1246,kux,Kukatja,Pama-Nyungan,-20.3321,127.666,varikin,Kukatja_kuka1246.txt,NA,,NA,Varikin
v_kukuyalanjikuku1273,KukuYalanji_kuku1273,kuku1273,gvn,Kuku-Yalanji,Pama-Nyungan,-16.0036,145.188,varikin,KukuYalanji_kuku1273.txt,NA,,NA,Varikin
v_kumykkumy1244,Kumyk_kumy1244,kumy1244,kum,Kumyk,Turkic,43,47,varikin,Kumyk_kumy1244.txt,NA,,NA,Varikin
v_kunzakunz1244,Kunza_kunz1244,kunz1244,kuz,Kunza,,-23,-69,varikin,Kunza_kunz1244.txt,NA,,NA,Varikin
v_kurukhkuru1302,Kurukh_kuru1302,kuru1302,kru,Kurukh,Dravidian,24.4644,86.4657,varikin,Kurukh_kuru1302.txt,NA,,NA,Varikin
v_kuvikuvi1243,Kuvi_kuvi1243,kuvi1243,kxv,Kuvi,Dravidian,18.8832,83.7552,varikin,Kuvi_kuvi1243.txt,NA,,NA,Varikin
v_kwasiokwas1243,Kwasio_kwas1243,kwas1243,nmg,Kwasio,Atlantic-Congo,2.39354,10.0812,varikin,Kwasio_kwas1243.txt,NA,,NA,Varikin
v_kwerekwer1261,Kwere_kwer1261,kwer1261,cwe,Kwere,Atlantic-Congo,-6.50666,38.4449,varikin,Kwere_kwer1261.txt,NA,,NA,Varikin
v_lahndalahn1241,Lahnda_lahn1241,lahn1241,,Lahnda,Indo-European,,,varikin,Lahnda_lahn1241.txt,NA,,NA,Varikin
v_lakemiwoklake1258,Lake_Miwok_lake1258,lake1258,lmw,Lake Miwok,,39.0021,-122.621,varikin,Lake_Miwok_lake1258.txt,NA,,NA,Varikin
v_lalabisalala1264,Lala_Bisa_lala1264,lala1264,leb,Lala-Bisa,Atlantic-Congo,-12.945,30.2297,varikin,Lala_Bisa_lala1264.txt,NA,,NA,Varikin
v_lambalamb1271,Lamba_lamb1271,lamb1271,lam,Lamba,Atlantic-Congo,-12.3366,27.9026,varikin,Lamba_lamb1271.txt,NA,,NA,Varikin
v_langilang1320,Langi_lang1320,lang1320,lag,Langi,Atlantic-Congo,-4.71413,35.9517,varikin,Langi_lang1320.txt,NA,,NA,Varikin
v_latinlati1261,Latin_lati1261,lati1261,lat,Latin,Indo-European,41.9026,12.4502,varikin,Latin_lati1261.txt,NA,,NA,Varikin
v_latvianlatv1249,Latvian_latv1249,latv1249,lav,Latvian,Indo-European,56.826108,24.309118,varikin,Latvian_latv1249.txt,NA,,NA,Varikin
v_laufijianlaua1243,Lau_Fijian_laua1243,laua1243,llx,Lauan,Austronesian,-18.2131,-178.785,varikin,Lau_Fijian_laua1243.txt,NA,,NA,Varikin
v_lengualeng1262,Lengua_leng1262,leng1262,,Lengua,,-22.6559,-58.9053,varikin,Lengua_leng1262.txt,NA,,NA,Varikin
v_lingalaling1263,Lingala_ling1263,ling1263,lin,Kinshasa Lingala,Atlantic-Congo,-4.409174,15.28532,varikin,Lingala_ling1263.txt,NA,,NA,Varikin
v_lipanapachelipa1241,Lipan_Apache_lipa1241,lipa1241,apl,Lipan Apache,,33.2748,-105.819,varikin,Lipan_Apache_lipa1241.txt,NA,,NA,Varikin
v_lithuanianlith1251,Lithuanian_lith1251,lith1251,lit,Lithuanian,Indo-European,55.1429,23.9601,varikin,Lithuanian_lith1251.txt,NA,,NA,Varikin
v_lowerpimapimabajopima1248,Lower_Pima_Pima_Bajo_pima1248,pima1248,pia,Pima Bajo,Uto-Aztecan,28.654,-108.326,varikin,Lower_Pima_Pima_Bajo_pima1248.txt,NA,,NA,Varikin
v_lozilozi1239,Lozi_lozi1239,lozi1239,loz,Lozi,Atlantic-Congo,-17.7052,24.7398,varikin,Lozi_lozi1239.txt,NA,,NA,Varikin
v_lubakatangaluba1250,Luba_Katanga_luba1250,luba1250,lub,Luba-Katanga,Atlantic-Congo,-8.2816,25.8918,varikin,Luba_Katanga_luba1250.txt,NA,,NA,Varikin
v_lubalulualuba1249,Luba_Lulua_luba1249,luba1249,lua,Luba-Lulua,Atlantic-Congo,-5.72717,22.4422,varikin,Luba_Lulua_luba1249.txt,NA,,NA,Varikin
v_lubuagankalingalubu1243,Lubuagan_Kalinga_lubu1243,lubu1243,knb,Lubuagan Kalinga,Austronesian,17.3879,121.0365,varikin,Lubuagan_Kalinga_lubu1243.txt,NA,,NA,Varikin
v_lugurulugu1238,Luguru_lugu1238,lugu1238,ruf,Luguru,Atlantic-Congo,-6.86828,37.5557,varikin,Luguru_lugu1238.txt,NA,,NA,Varikin
v_luisenoluis1253,Luiseńo_luis1253,luis1253,lui,Luiseno-Juaneño,Uto-Aztecan,33.3184,-116.939,varikin,Luiseńo_luis1253.txt,NA,,NA,Varikin
v_lundalund1266,Lunda_lund1266,lund1266,lun,Lunda,Atlantic-Congo,-11.1793,23.8662,varikin,Lunda_lund1266.txt,NA,,NA,Varikin
v_luvaleluva1239,Luvale_luva1239,luva1239,lue,Luvale,Atlantic-Congo,-13.5382,22.2924,varikin,Luvale_luva1239.txt,NA,,NA,Varikin
v_luxembourgishluxe1241,Luxembourgish_luxe1241,luxe1241,ltz,Moselle Franconian,Indo-European,49.6839,6.14931,varikin,Luxembourgish_luxe1241.txt,NA,,NA,Varikin
v_macamaca1260,Maca_maca1260,maca1260,mca,Maca,,-25.0119,-57.3694,varikin,Maca_maca1260.txt,NA,,NA,Varikin
v_macedonianmace1250,Macedonian_mace1250,mace1250,mkd,Macedonian,Indo-European,41.5957,21.7932,varikin,Macedonian_mace1250.txt,NA,,NA,Varikin
v_magyarhung1274,Magyar_hung1274,hung1274,hun,Hungarian,Uralic,46.90685857,19.65552714,varikin,Magyar_hung1274.txt,NA,,NA,Varikin
v_mahasupaharimaha1287,Mahasu_Pahari_maha1287,maha1287,bfz,Mahasu Pahari,Indo-European,31.0088,77.5317,varikin,Mahasu_Pahari_maha1287.txt,NA,,NA,Varikin
v_maithilimait1250,Maithili_mait1250,mait1250,mai,Maithili,Indo-European,26.3817,86.2211,varikin,Maithili_mait1250.txt,NA,,NA,Varikin
v_makondemako1251,Makonde_mako1251,mako1251,kde,Makonde,Atlantic-Congo,-10.9906,39.5133,varikin,Makonde_mako1251.txt,NA,,NA,Varikin
v_malapandarammala1468,Malapandaram_mala1468,mala1468,mjp,Malapandaram,Dravidian,8.59225,77.272,varikin,Malapandaram_mala1468.txt,NA,,NA,Varikin
v_malayalammala1464,Malayalam_mala1464,mala1464,mal,Malayalam,Dravidian,9.59208,76.7651,varikin,Malayalam_mala1464.txt,NA,,NA,Varikin
v_malganamalg1242,Malgana_malg1242,malg1242,vml,Malgana,Pama-Nyungan,-26.211,114.245,varikin,Malgana_malg1242.txt,NA,,NA,Varikin
v_mangarevansmang1401,Mangarevans_mang1401,mang1401,mrv,Mangareva,Austronesian,-23.1095,-134.97,varikin,Mangarevans_mang1401.txt,NA,,NA,Varikin
v_mansimans1258,Mansi_mans1258,mans1258,mns,Northern Mansi,Uralic,64.4118,61.344,varikin,Mansi_mans1258.txt,NA,,NA,Varikin
v_maorimaor1246,Māori_maor1246,maor1246,mri,Māori,Austronesian,-38.2881,176.541,varikin,Māori_maor1246.txt,NA,,NA,Varikin
v_mapudungunmapu1245,Mapudungun_mapu1245,mapu1245,arn,Mapudungun,,-38.7392,-71.277,varikin,Mapudungun_mapu1245.txt,NA,,NA,Varikin
v_marathimara1378,Marathi_mara1378,mara1378,mar,Marathi,Indo-European,17.9344,76.6665,varikin,Marathi_mara1378.txt,NA,,NA,Varikin
v_marganymarg1253,Margany_marg1253,marg1253,zmc,Margany,Pama-Nyungan,-26.789,144.892,varikin,Margany_marg1253.txt,NA,,NA,Varikin
v_marieast2328,Mari_east2328,east2328,mhr,Eastern Mari,Uralic,55.8307,48.405,varikin,Mari_east2328.txt,NA,,NA,Varikin
v_martuwangkamart1256,MartuWangka_mart1256,mart1256,mpj,Martu Wangka,Pama-Nyungan,-23.35091166,123.6684224,varikin,MartuWangka_mart1256.txt,NA,,NA,Varikin
v_marwariindiamarw1260,Marwari_India__marw1260,marw1260,rwr,Marwari (India),Indo-European,27.002,75.0656,varikin,Marwari_India__marw1260.txt,NA,,NA,Varikin
v_masaabamasa1299,Masaaba_masa1299,masa1299,myx,Masaaba,Atlantic-Congo,1.05906,34.2829,varikin,Masaaba_masa1299.txt,NA,,NA,Varikin
v_mashcopiromash1270,Mashco_Piro_mash1270,mash1270,cuj,Mashco Piro,Arawakan,-11.4745,-70.7953,varikin,Mashco_Piro_mash1270.txt,NA,,NA,Varikin
v_mattolematt1238,Mattole_matt1238,matt1238,mvb,Mattole-Bear River,,40.4321,-122.863,varikin,Mattole_matt1238.txt,NA,,NA,Varikin
v_mayomayo1264,Mayo_mayo1264,mayo1264,mfy,Mayo,Uto-Aztecan,26.4522,-108.981,varikin,Mayo_mayo1264.txt,NA,,NA,Varikin
v_mbalambal1257,Mbala_mbal1257,mbal1257,mdp,Mbala,Atlantic-Congo,-5.11888,18.041,varikin,Mbala_mbal1257.txt,NA,,NA,Varikin
v_mberember1257,Mbere_mber1257,mber1257,mdt,Mbere,Atlantic-Congo,-0.477445,14.2877,varikin,Mbere_mber1257.txt,NA,,NA,Varikin
v_mbuunmpuo1241,Mbuun_mpuo1241,mpuo1241,zmp,Mbuun,Atlantic-Congo,-5.21134,19.4269,varikin,Mbuun_mpuo1241.txt,NA,,NA,Varikin
v_mekeomeke1243,Mekeo_meke1243,meke1243,mek,Mekeo,Austronesian,-8.23853,146.586,varikin,Mekeo_meke1243.txt,NA,,NA,Varikin
v_merumeru1245,Meru_meru1245,meru1245,mer,Meru,Atlantic-Congo,0.26484,37.7396,varikin,Meru_meru1245.txt,NA,,NA,Varikin
v_metameta1238,Meta_meta1238,meta1238,mgo,Meta',Atlantic-Congo,5.88942,9.87416,varikin,Meta_meta1238.txt,NA,,NA,Varikin
v_middleenglishmidd1317,Middle_English_midd1317,midd1317,enm,Middle English,Indo-European,51.65,-1.11,varikin,Middle_English_midd1317.txt,NA,,NA,Varikin
v_middlehighgermanmidd1343,Middle_High_German_midd1343,midd1343,gmh,Middle High German,Indo-European,48.254,10.599,varikin,Middle_High_German_midd1343.txt,NA,,NA,Varikin
v_midobmido1240,Midob_mido1240,mido1240,mei,Midob,,14.789,27.2236,varikin,Midob_mido1240.txt,NA,,NA,Varikin
v_mocovimoco1246,Mocoví_moco1246,moco1246,moc,Mocoví,,-28.097,-60.4145,varikin,Mocoví_moco1246.txt,NA,,NA,Varikin
v_moderngreekmode1248,Modern_Greek_mode1248,mode1248,ell,Modern Greek,Indo-European,38.36,23.13,varikin,Modern_Greek_mode1248.txt,NA,,NA,Varikin
v_modernwelshwels1247,Modern_Welsh_wels1247,wels1247,cym,Welsh,Indo-European,52,-4,varikin,Modern_Welsh_wels1247.txt,NA,,NA,Varikin
v_mokpwemokp1239,Mokpwe_mokp1239,mokp1239,bri,Mokpwe,Atlantic-Congo,4.24178,9.23887,varikin,Mokpwe_mokp1239.txt,NA,,NA,Varikin
v_mongomong1338,Mongo_mong1338,mong1338,lol,Mongo,Atlantic-Congo,-1.54228,20.4259,varikin,Mongo_mong1338.txt,NA,,NA,Varikin
v_monomono1275,Mono_mono1275,mono1275,mnr,Mono (USA),Uto-Aztecan,37.1935,-119.347,varikin,Mono_mono1275.txt,NA,,NA,Varikin
v_mosetenchimanemose1249,Mosetén_Chimané_mose1249,mose1249,cas,Mosetén-Chimané,,-14.64448,-67.83756,varikin,Mosetén_Chimané_mose1249.txt,NA,,NA,Varikin
v_movimamovi1243,Movima_movi1243,movi1243,mzp,Movima,,-13.8115,-65.6348,varikin,Movima_movi1243.txt,NA,,NA,Varikin
v_mudburramudb1240,Mudburra_mudb1240,mudb1240,mwd,Mudburra,Pama-Nyungan,-16.7694,132.329,varikin,Mudburra_mudb1240.txt,NA,,NA,Varikin
v_muiscachibchachib1270,Muisca_Chibcha__chib1270,chib1270,chb,Chibcha,,6.24999,-74.1666,varikin,Muisca_Chibcha__chib1270.txt,NA,,NA,Varikin
v_mungakamung1266,Mungaka_mung1266,mung1266,mhk,Mungaka,Atlantic-Congo,5.89752,10.0294,varikin,Mungaka_mung1266.txt,NA,,NA,Varikin
v_muruwarimuru1266,Muruwari_muru1266,muru1266,zmu,Muruwari,Pama-Nyungan,-28.9618,146.546,varikin,Muruwari_muru1266.txt,NA,,NA,Varikin
v_myenemyen1241,Myene_myen1241,myen1241,mye,Myene,Atlantic-Congo,-1.48741,9.50247,varikin,Myene_myen1241.txt,NA,,NA,Varikin
v_navajonava1243,Navajo_nava1243,nava1243,nav,Navajo,,36.2106,-110.082,varikin,Navajo_nava1243.txt,NA,,NA,Varikin
v_ndumundum1239,Ndumu_ndum1239,ndum1239,nmd,Ndumu,Atlantic-Congo,-1.67033,13.7279,varikin,Ndumu_ndum1239.txt,NA,,NA,Varikin
v_negerhollandsnege1244,Negerhollands_nege1244,nege1244,dcr,Negerhollands,Indo-European,18.3416,-64.8922,varikin,Negerhollands_nege1244.txt,NA,,NA,Varikin
v_nepalinepa1254,Nepali_nepa1254,nepa1254,npi,Nepali,Indo-European,28,85,varikin,Nepali_nepa1254.txt,NA,,NA,Varikin
v_nevomepima1248b,Nevome_pima1248b,pima1248,pia,Pima Bajo,Uto-Aztecan,28.654,-108.326,varikin,Nevome_pima1248b.txt,NA,,NA,Varikin
v_ngaanyatjarrangaa1240,Ngaanyatjarra_ngaa1240,ngaa1240,ntj,Ngaanyatjarra,Pama-Nyungan,-25.7514,127.602,varikin,Ngaanyatjarra_ngaa1240.txt,NA,,NA,Varikin
v_ngadjumayangad1258,Ngadjumaya_ngad1258,ngad1258,nju,Ngadjunmaya,Pama-Nyungan,-32.02447,124.46601,varikin,Ngadjumaya_ngad1258.txt,NA,,NA,Varikin
v_ngarinymanngar1235,Ngarinyman_ngar1235,ngar1235,nbj,Ngarinman,Pama-Nyungan,-15.4661,130.651,varikin,Ngarinyman_ngar1235.txt,NA,,NA,Varikin
v_ngarlangar1286,Ngarla_ngar1286,yinh1234,ywg,Yinhawangka,Pama-Nyungan,-22.9178,117.5628,varikin,Ngarla_ngar1286.txt,NA,,NA,Varikin
v_ngarlumangar1287,Ngarluma_ngar1287,ngar1287,nrl,Ngarluma,Pama-Nyungan,-20.9235,117.203,varikin,Ngarluma_ngar1287.txt,NA,,NA,Varikin
v_ngarrindjerinarr1259,Ngarrindjeri_narr1259,narr1259,nay,Narrinyeri,Pama-Nyungan,-36.2301,140.158,varikin,Ngarrindjeri_narr1259.txt,NA,,NA,Varikin
v_ngiyambaawang1291,Ngiyambaa_wang1291,wang1291,wyb,Ngiyambaa,Pama-Nyungan,-30.6481,146.18,varikin,Ngiyambaa_wang1291.txt,NA,,NA,Varikin
v_ngombebinjabinj1250,Ngombe_Binja_binj1250,binj1250,,Binja,Atlantic-Congo,,,varikin,Ngombe_Binja_binj1250.txt,NA,,NA,Varikin
v_ngoningon1269,Ngoni_ngon1269,ngon1269,ngo,Ngoni,Atlantic-Congo,-11.7794,37.4118,varikin,Ngoni_ngon1269.txt,NA,,NA,Varikin
v_ngulungul1246,Ngulu_ngul1246,ngul1246,ngp,Ngulu,Atlantic-Congo,-5.79734,37.6823,varikin,Ngulu_ngul1246.txt,NA,,NA,Varikin
v_nhantanhan1238,Nhanta_nhan1238,nhan1238,nha,Nhanda,Pama-Nyungan,-27.42523643,114.2680442,varikin,Nhanta_nhan1238.txt,NA,,NA,Varikin
v_ninamnina1238,Ninam_nina1238,nina1238,shb,Ninam,,4.03894,-62.7801,varikin,Ninam_nina1238.txt,NA,,NA,Varikin
v_niueansniue1239,Niueans_niue1239,niue1239,niu,Niuean,Austronesian,-19.06,-169.86,varikin,Niueans_niue1239.txt,NA,,NA,Varikin
v_nivacleniva1238,Nivacle_niva1238,niva1238,cag,Nivaclé,,-22.8557,-61.7606,varikin,Nivacle_niva1238.txt,NA,,NA,Varikin
v_njebinjeb1242,Njebi_njeb1242,njeb1242,nzb,Njebi,Atlantic-Congo,-2.18115,12.7063,varikin,Njebi_njeb1242.txt,NA,,NA,Varikin
v_nogainoga1249,Nogai_noga1249,noga1249,nog,Nogai,Turkic,43.5917,46.6618,varikin,Nogai_noga1249.txt,NA,,NA,Varikin
v_northazerbaijaninort2697,North_Azerbaijani_nort2697,nort2697,azj,North Azerbaijani,Turkic,40.9777,46.4737,varikin,North_Azerbaijani_nort2697.txt,NA,,NA,Varikin
v_northeasternmaidunort2952,Northeastern_Maidu_nort2952,nort2952,nmu,Northeast Maidu,,40.4102,-120.645,varikin,Northeastern_Maidu_nort2952.txt,NA,,NA,Varikin
v_northernemberanort2972,Northern_Embera_nort2972,nort2972,emp,Northern Emberá,,7.12761,-77.574,varikin,Northern_Embera_nort2972.txt,NA,,NA,Varikin
v_northerngondinort2702,Northern_Gondi_nort2702,nort2702,gno,Northern Gondi,Dravidian,18.1632,81.3842,varikin,Northern_Gondi_nort2702.txt,NA,,NA,Varikin
v_northernhaidanort2938,Northern_Haida_nort2938,nort2938,hdn,Northern Haida,,54.004532,-132.079257,varikin,Northern_Haida_nort2938.txt,NA,,NA,Varikin
v_northernkurdishnort2641,Northern_Kurdish_nort2641,nort2641,kmr,Northern Kurdish,Indo-European,37,43,varikin,Northern_Kurdish_nort2641.txt,NA,,NA,Varikin
