ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Label,Project,ProjectFile,ProjectName,EntryDate,Comment,Link
v_gurindjiguri1247,Gurindji,guri1247,Gurindji,gue,Australia,-17.0329,130.379,Pama-Nyungan,Gurindji_guri1247,varikin,Gurindji_guri1247.txt,,NA,,NA
v_gusiigusi1247,Gusii,gusi1247,Gusii,guz,Africa,-0.78872,34.76751,Atlantic-Congo,Gusii_gusi1247,varikin,Gusii_gusi1247.txt,,NA,,NA
v_guuguyimidhirrgugu1255,Guugu Yimidhirr,gugu1255,Guugu Yimidhirr,kky,Australia,-14.9424,144.831,Pama-Nyungan,Guugu_Yimidhirr_gugu1255,varikin,Guugu_Yimidhirr_gugu1255.txt,,NA,,NA
v_hahaaa1252,Ha,haaa1252,Ha,haq,Africa,-3.77873,30.4894,Atlantic-Congo,Ha_haaa1252,varikin,Ha_haaa1252.txt,,NA,,NA
v_hausahaus1257,Hausa,haus1257,Hausa,hau,Africa,11.1513,8.7804,Afro-Asiatic,Hausa_haus1257,varikin,Hausa_haus1257.txt,,NA,,NA
v_hawaiianshawa1245,Hawaiian,hawa1245,Hawaiian,haw,Papunesia,19.6297,-155.43,Austronesian,Hawaiians_hawa1245,varikin,Hawaiians_hawa1245.txt,,NA,,NA
v_hayahaya1250,Haya,haya1250,Haya,hay,Africa,-1.70878,31.4846,Atlantic-Congo,Haya_haya1250,varikin,Haya_haya1250.txt,,NA,,NA
v_hehehehe1240,Hehe,hehe1240,Hehe,heh,Africa,-7.71572,35.7255,Atlantic-Congo,Hehe_hehe1240,varikin,Hehe_hehe1240.txt,,NA,,NA
v_hererohere1253,Herero,here1253,Herero,her,Africa,-21.0231,20.5655,Atlantic-Congo,Herero_here1253,varikin,Herero_here1253.txt,,NA,,NA
v_highlandpueblanahuatlhigh1278,Highland Puebla Nahuatl,high1278,Highland Puebla Nahuatl,azz,North America,20.1554,-97.5556,Uto-Aztecan,Highland_Puebla_Nahuatl_high1278,varikin,Highland_Puebla_Nahuatl_high1278.txt,,NA,,NA
v_hindihind1269,Hindi,hind1269,Hindi,hin,Eurasia,25,77,Indo-European,Hindi_hind1269,varikin,Hindi_hind1269.txt,,NA,,NA
v_hinuqhinu1240,Hinuq,hinu1240,Hinuq,gin,Eurasia,42.4502,45.8064,Nakh-Daghestanian,Hinuq_hinu1240,varikin,Hinuq_hinu1240.txt,,NA,,NA
v_hittitehitt1242,Hittite,hitt1242,Hittite,hit,Eurasia,40,35,Indo-European,Hittite_hitt1242,varikin,Hittite_hitt1242.txt,,NA,,NA
v_hopihopi1249,Hopi,hopi1249,Hopi,hop,North America,35.7653,-110.535,Uto-Aztecan,Hopi_hopi1249,varikin,Hopi_hopi1249.txt,,NA,,NA
v_hopishopi1249b,Hopi,hopi1249,Hopi,hop,North America,35.7653,-110.535,Uto-Aztecan,Hopi_S__hopi1249b,varikin,Hopi_S__hopi1249b.txt,,NA,,NA
v_hotiyuwanayuwa1244,Hoti,yuwa1244,Hoti,yau,South America,5.63879,-65.4267,,Hoti_Yuwana__yuwa1244,varikin,Hoti_Yuwana__yuwa1244.txt,,NA,,NA
v_huastecnahuatlhuas1257,Huasteca Nahuatl,huas1257,Huasteca Nahuatl,,,NA,NA,Uto-Aztecan,Huastec_Nahuatl_huas1257,varikin,Huastec_Nahuatl_huas1257.txt,,NA,,NA
v_huicholhuic1243,Huichol,huic1243,Huichol,hch,North America,21.954,-104.062,Uto-Aztecan,Huichol_huic1243,varikin,Huichol_huic1243.txt,,NA,,NA
v_hunzibhunz1247,Hunzib,hunz1247,Hunzib,huz,Eurasia,42.0808,46.1369,Nakh-Daghestanian,Hunzib_hunz1247,varikin,Hunzib_hunz1247.txt,,NA,,NA
v_hupahupa1239,Hupa-Chilula,hupa1239,Hupa-Chilula,hup,North America,41.0982,-123.68,,Hupa_hupa1239,varikin,Hupa_hupa1239.txt,,NA,,NA
v_icelandicicel1247,Icelandic,icel1247,Icelandic,isl,Eurasia,63.4837,-19.0212,Indo-European,Icelandic_icel1247,varikin,Icelandic_icel1247.txt,,NA,,NA
v_ifaluknuclearwoleaiannucl1479,Nuclear Woleaian,nucl1479,Nuclear Woleaian,,Papunesia,NA,NA,Austronesian,Ifaluk_Nuclear_Woleaian__nucl1479,varikin,Ifaluk_Nuclear_Woleaian__nucl1479.txt,,NA,,NA
v_igbonucl1417,Igbo,nucl1417,Igbo,ibo,Africa,4.62705,7.23441,Atlantic-Congo,Igbo_nucl1417,varikin,Igbo_nucl1417.txt,,NA,,NA
v_ignacianoigna1246,Ignaciano,igna1246,Ignaciano,ign,South America,-15.1188,-65.3993,Arawakan,Ignaciano_igna1246,varikin,Ignaciano_igna1246.txt,,NA,,NA
v_ingrianingr1248,Ingrian,ingr1248,Ingrian,izh,Eurasia,59.47403,29.71145,Uralic,Ingrian_ingr1248,varikin,Ingrian_ingr1248.txt,,NA,,NA
v_ingushingu1240,Ingush,ingu1240,Ingush,inh,Eurasia,43.11,45.03,Nakh-Daghestanian,Ingush_ingu1240,varikin,Ingush_ingu1240.txt,,NA,,NA
v_inxokvariinxo1238,Inxokvari,inxo1238,Inxokvari,,Eurasia,NA,NA,Nakh-Daghestanian,Inxokvari_inxo1238,varikin,Inxokvari_inxo1238.txt,,NA,,NA
v_irishiris1253,Irish,iris1253,Irish,gle,Eurasia,53.2186,-7.61509,Indo-European,Irish_iris1253,varikin,Irish_iris1253.txt,,NA,,NA
v_italianital1282,Italian,ital1282,Italian,ita,Eurasia,43.0464,12.6489,Indo-European,Italian_ital1282,varikin,Italian_ital1282.txt,,NA,,NA
v_itonamaiton1250,Itonama,iton1250,Itonama,ito,South America,-12.80431,-64.35748,,Itonama_iton1250,varikin,Itonama_iton1250.txt,,NA,,NA
v_iyojwajachoroteiyoj1235,Iyojwa'ja Chorote,iyoj1235,Iyojwa'ja Chorote,crt,South America,-22.1896,-63.2383,,Iyojwa_ja_Chorote_iyoj1235,varikin,Iyojwa_ja_Chorote_iyoj1235.txt,,NA,,NA
v_jamaicancreolejama1262,Jamaican Creole English,jama1262,Jamaican Creole English,jam,North America,18.13,-77.2612,Indo-European,Jamaican_Creole_jama1262,varikin,Jamaican_Creole_jama1262.txt,,NA,,NA
v_japanesenucl1643,Japanese,nucl1643,Japanese,jpn,Eurasia,35,135,,Japanese_nucl1643,varikin,Japanese_nucl1643.txt,,NA,,NA
v_jarujaru1254,Jaru,jaru1254,Jaru,ddj,Australia,-18.3288,128.262,Pama-Nyungan,Jaru_jaru1254,varikin,Jaru_jaru1254.txt,,NA,,NA
v_jicarillajica1244,Jicarilla Apache,jica1244,Jicarilla Apache,apj,North America,36.8079,-107.007,,Jicarilla_jica1244,varikin,Jicarilla_jica1244.txt,,NA,,NA
v_judeotatjude1256,Judeo-Tat,jude1256,Judeo-Tat,jdt,Eurasia,42.068306,48.264749,Indo-European,Judeo_Tat_jude1256,varikin,Judeo_Tat_jude1256.txt,,NA,,NA
v_kadarkada1242,Kadar,kada1242,Kadar,kej,Eurasia,11.0602,76.7285,Dravidian,Kadar_kada1242,varikin,Kadar_kada1242.txt,,NA,,NA
v_kagulukagu1239,Kagulu,kagu1239,Kagulu,kki,Africa,-6.38204,37.0534,Atlantic-Congo,Kagulu_kagu1239,varikin,Kagulu_kagu1239.txt,,NA,,NA
v_kalkatungukalk1246,Kalkutung,kalk1246,Kalkutung,ktg,Australia,-21,139.5,Pama-Nyungan,Kalkatungu_kalk1246,varikin,Kalkatungu_kalk1246.txt,,NA,,NA
v_kamayurakama1373,Kamayurá,kama1373,Kamayurá,kay,South America,-12.2661,-53.4651,Tupian,Kamayurá_kama1373,varikin,Kamayurá_kama1373.txt,,NA,,NA
v_kambakamb1297,Kamba (Kenya),kamb1297,Kamba (Kenya),kam,Africa,-1.60827,37.9532,Atlantic-Congo,Kamba_kamb1297,varikin,Kamba_kamb1297.txt,,NA,,NA
v_kankanaynort2877,Northern Kankanay,nort2877,Northern Kankanay,xnn,Papunesia,17.1057,120.786,Austronesian,Kankanay_nort2877,varikin,Kankanay_nort2877.txt,,NA,,NA
v_kaondekaon1241,Kaonde,kaon1241,Kaonde,kqn,Africa,-12.4129,25.7646,Atlantic-Congo,Kaonde_kaon1241,varikin,Kaonde_kaon1241.txt,,NA,,NA
v_kapingamarangikapi1249,Kapingamarangi,kapi1249,Kapingamarangi,kpg,Papunesia,1.039166,154.797223,Austronesian,Kapingamarangi_kapi1249,varikin,Kapingamarangi_kapi1249.txt,,NA,,NA
v_karajarrikara1476,Karadjeri,kara1476,Karadjeri,gbd,Australia,-18.6771,122.334,Pama-Nyungan,Karajarri_kara1476,varikin,Karajarri_kara1476.txt,,NA,,NA
v_kariyarrakari1304,Kariyarra,kari1304,Kariyarra,vka,Australia,-20.445,118.613,Pama-Nyungan,Kariyarra_kari1304,varikin,Kariyarra_kari1304.txt,,NA,,NA
v_karokkaro1304,Karok,karo1304,Karok,kyh,North America,41.8228,-123.315,,Karok_karo1304,varikin,Karok_karo1304.txt,,NA,,NA
v_kartujarrakart1247,Kartujarra,kart1247,Kartujarra,,Australia,NA,NA,Pama-Nyungan,Kartujarra_kart1247,varikin,Kartujarra_kart1247.txt,,NA,,NA
v_karuwalikarr1236,Karruwali,karr1236,Karruwali,rxw,Australia,NA,NA,Pama-Nyungan,Karuwali_karr1236,varikin,Karuwali_karr1236.txt,,NA,,NA
v_kashmirikash1277,Kashmiri,kash1277,Kashmiri,kas,Eurasia,34.166825,74.330455,Indo-European,Kashmiri_kash1277,varikin,Kashmiri_kash1277.txt,,NA,,NA
v_kaurnakaur1267,Kaurna,kaur1267,Kaurna,zku,Australia,-34.34966141,138.4800794,Pama-Nyungan,Kaurna_kaur1267,varikin,Kaurna_kaur1267.txt,,NA,,NA
v_kawaiisukawa1283,Kawaiisu,kawa1283,Kawaiisu,xaw,North America,36.0538,-118.679,Uto-Aztecan,Kawaiisu_kawa1283,varikin,Kawaiisu_kawa1283.txt,,NA,,NA
v_kazakhkaza1248,Kazakh,kaza1248,Kazakh,kaz,Eurasia,41.8729,65.7709,Turkic,Kazakh_kaza1248,varikin,Kazakh_kaza1248.txt,,NA,,NA
v_kazymberezoversuryskarerkhantykhan1273,Kazym-Berezover-Suryskarer Khanty,khan1273,Kazym-Berezover-Suryskarer Khanty,kca,Eurasia,62.4308,66.1218,Uralic,Kazym_Berezover_Suryskarer_Khanty_khan1273,varikin,Kazym_Berezover_Suryskarer_Khanty_khan1273.txt,,NA,,NA
v_kelekele1257,Kélé,kele1257,Kélé,keb,Africa,-0.78854,10.3836,Atlantic-Congo,Kélé_kele1257,varikin,Kélé_kele1257.txt,,NA,,NA
v_kerewekere1283,Kerewe,kere1283,Kerewe,ked,Africa,-2.09315,33.5326,Atlantic-Congo,Kerewe_kere1283,varikin,Kerewe_kere1283.txt,,NA,,NA
v_ketkett1243,Ket,kett1243,Ket,ket,Eurasia,63.7551,87.5466,,Ket_kett1243,varikin,Ket_kett1243.txt,,NA,,NA
v_kikuyukiku1240,Kikuyu,kiku1240,Kikuyu,kik,Africa,-0.29005,36.719,Atlantic-Congo,Kikuyu_kiku1240,varikin,Kikuyu_kiku1240.txt,,NA,,NA
v_kiowaapachekiow1264,Kiowa Apache,kiow1264,Kiowa Apache,apk,North America,34.9077,-98.2461,,Kiowa_Apache_kiow1264,varikin,Kiowa_Apache_kiow1264.txt,,NA,,NA
v_kitanemukserr1255b,Serrano,serr1255,Serrano,ser,North America,33.9479,-116.772,Uto-Aztecan,Kitanemuk_serr1255b,varikin,Kitanemuk_serr1255b.txt,,NA,,NA
v_kodavakoda1255,Kodava,koda1255,Kodava,kfa,Eurasia,12.2443,75.9161,Dravidian,Kodava_koda1255,varikin,Kodava_koda1255.txt,,NA,,NA
v_kodikodi1247,Kodi-Gaura,kodi1247,Kodi-Gaura,kod,Papunesia,-9.6373,119.114,Austronesian,Kodi_kodi1247,varikin,Kodi_kodi1247.txt,,NA,,NA
v_komizyriankomi1268,Komi-Zyrian,komi1268,Komi-Zyrian,kpv,Eurasia,64.0527,54.946,Uralic,Komi_Zyrian_komi1268,varikin,Komi_Zyrian_komi1268.txt,,NA,,NA
v_komkomc1235,Kom (Cameroon),komc1235,Kom (Cameroon),bkm,Africa,6.2596,10.3348,Atlantic-Congo,Kom_komc1235,varikin,Kom_komc1235.txt,,NA,,NA
v_komodrckomo1260,Komo (Democratic Republic of Congo),komo1260,Komo (Democratic Republic of Congo),kmw,Africa,-0.76333,26.7144,Atlantic-Congo,Komo_DRC__komo1260,varikin,Komo_DRC__komo1260.txt,,NA,,NA
v_kotakota1274,Kota (Gabon),kota1274,Kota (Gabon),koq,Africa,1.016,13.97,Atlantic-Congo,Kota_kota1274,varikin,Kota_kota1274.txt,,NA,,NA
v_koyakoya1251,Koya,koya1251,Koya,kff,Eurasia,17.6772,81.2096,Dravidian,Koya_koya1251,varikin,Koya_koya1251.txt,,NA,,NA
v_kuikuii1252,Kui (India),kuii1252,Kui (India),kxu,Eurasia,19.2043,83.5859,Dravidian,Kui_kuii1252,varikin,Kui_kuii1252.txt,,NA,,NA
v_kukatjakuka1246,Kukatja,kuka1246,Kukatja,kux,Australia,-20.3321,127.666,Pama-Nyungan,Kukatja_kuka1246,varikin,Kukatja_kuka1246.txt,,NA,,NA
v_kukuyalanjikuku1273,Kuku-Yalanji,kuku1273,Kuku-Yalanji,gvn,Australia,-16.0036,145.188,Pama-Nyungan,KukuYalanji_kuku1273,varikin,KukuYalanji_kuku1273.txt,,NA,,NA
v_kumykkumy1244,Kumyk,kumy1244,Kumyk,kum,Eurasia,43,47,Turkic,Kumyk_kumy1244,varikin,Kumyk_kumy1244.txt,,NA,,NA
v_kunzakunz1244,Kunza,kunz1244,Kunza,kuz,South America,-23,-69,,Kunza_kunz1244,varikin,Kunza_kunz1244.txt,,NA,,NA
v_kurukhkuru1302,Kurukh,kuru1302,Indian Kurux,kru,Eurasia,24.4644,86.4657,Dravidian,Kurukh_kuru1302,varikin,Kurukh_kuru1302.txt,,NA,,NA
v_kuvikuvi1243,Kuvi,kuvi1243,Kuvi,kxv,Eurasia,18.8832,83.7552,Dravidian,Kuvi_kuvi1243,varikin,Kuvi_kuvi1243.txt,,NA,,NA
v_kwasiokwas1243,Kwasio,kwas1243,Kwasio,nmg,Africa,2.39354,10.0812,Atlantic-Congo,Kwasio_kwas1243,varikin,Kwasio_kwas1243.txt,,NA,,NA
v_kwerekwer1261,Kwere,kwer1261,Kwere,cwe,Africa,-6.50666,38.4449,Atlantic-Congo,Kwere_kwer1261,varikin,Kwere_kwer1261.txt,,NA,,NA
v_lahndalahn1241,Lahnda,lahn1241,Lahnda,,,NA,NA,Indo-European,Lahnda_lahn1241,varikin,Lahnda_lahn1241.txt,,NA,,NA
v_lakemiwoklake1258,Lake Miwok,lake1258,Lake Miwok,lmw,North America,39.0021,-122.621,,Lake_Miwok_lake1258,varikin,Lake_Miwok_lake1258.txt,,NA,,NA
v_lalabisalala1264,Lala-Bisa,lala1264,Lala-Bisa,leb,Africa,-12.945,30.2297,Atlantic-Congo,Lala_Bisa_lala1264,varikin,Lala_Bisa_lala1264.txt,,NA,,NA
v_lambalamb1271,Lamba,lamb1271,Lamba,lam,Africa,-12.3366,27.9026,Atlantic-Congo,Lamba_lamb1271,varikin,Lamba_lamb1271.txt,,NA,,NA
v_langilang1320,Langi,lang1320,Langi,lag,Africa,-4.71413,35.9517,Atlantic-Congo,Langi_lang1320,varikin,Langi_lang1320.txt,,NA,,NA
v_latinlati1261,Latin,lati1261,Latin,lat,Eurasia,41.9026,12.4502,Indo-European,Latin_lati1261,varikin,Latin_lati1261.txt,,NA,,NA
v_latvianlatv1249,Latvian,latv1249,Latvian,lav,Eurasia,56.826108,24.309118,Indo-European,Latvian_latv1249,varikin,Latvian_latv1249.txt,,NA,,NA
v_laufijianlaua1243,Lauan,laua1243,Lauan,llx,Papunesia,-18.2131,-178.785,Austronesian,Lau_Fijian_laua1243,varikin,Lau_Fijian_laua1243.txt,,NA,,NA
v_lengualeng1262,Lengua,leng1262,Lengua,,South America,-22.6559,-58.9053,,Lengua_leng1262,varikin,Lengua_leng1262.txt,,NA,,NA
v_lingalaling1263,Kinshasa Lingala,ling1263,Kinshasa Lingala,lin,Africa,-4.409174,15.28532,Atlantic-Congo,Lingala_ling1263,varikin,Lingala_ling1263.txt,,NA,,NA
v_lipanapachelipa1241,Lipan Apache,lipa1241,Lipan Apache,apl,North America,33.2748,-105.819,,Lipan_Apache_lipa1241,varikin,Lipan_Apache_lipa1241.txt,,NA,,NA
v_lithuanianlith1251,Lithuanian,lith1251,Lithuanian,lit,Eurasia,55.1429,23.9601,Indo-European,Lithuanian_lith1251,varikin,Lithuanian_lith1251.txt,,NA,,NA
v_lowerpimapimabajopima1248,Pima Bajo,pima1248,Pima Bajo,pia,North America,28.654,-108.326,Uto-Aztecan,Lower_Pima_Pima_Bajo_pima1248,varikin,Lower_Pima_Pima_Bajo_pima1248.txt,,NA,,NA
v_lozilozi1239,Lozi,lozi1239,Lozi,loz,Africa,-17.7052,24.7398,Atlantic-Congo,Lozi_lozi1239,varikin,Lozi_lozi1239.txt,,NA,,NA
v_lubakatangaluba1250,Luba-Katanga,luba1250,Luba-Katanga,lub,Africa,-8.2816,25.8918,Atlantic-Congo,Luba_Katanga_luba1250,varikin,Luba_Katanga_luba1250.txt,,NA,,NA
v_lubalulualuba1249,Luba-Lulua,luba1249,Luba-Lulua,lua,Africa,-5.72717,22.4422,Atlantic-Congo,Luba_Lulua_luba1249,varikin,Luba_Lulua_luba1249.txt,,NA,,NA
v_lubuagankalingalubu1243,Lubuagan Kalinga,lubu1243,Lubuagan Kalinga,knb,Papunesia,17.3879,121.0365,Austronesian,Lubuagan_Kalinga_lubu1243,varikin,Lubuagan_Kalinga_lubu1243.txt,,NA,,NA
v_lugurulugu1238,Luguru,lugu1238,Luguru,ruf,Africa,-6.86828,37.5557,Atlantic-Congo,Luguru_lugu1238,varikin,Luguru_lugu1238.txt,,NA,,NA
v_luisenoluis1253,Luiseno-Juaneño,luis1253,Luiseno-Juaneño,lui,North America,33.3184,-116.939,Uto-Aztecan,Luiseńo_luis1253,varikin,Luiseńo_luis1253.txt,,NA,,NA
v_lundalund1266,Lunda,lund1266,Lunda,lun,Africa,-11.1793,23.8662,Atlantic-Congo,Lunda_lund1266,varikin,Lunda_lund1266.txt,,NA,,NA
v_luvaleluva1239,Luvale,luva1239,Luvale,lue,Africa,-13.5382,22.2924,Atlantic-Congo,Luvale_luva1239,varikin,Luvale_luva1239.txt,,NA,,NA
v_luxembourgishluxe1241,Moselle Franconian,luxe1241,Moselle Franconian,ltz,Eurasia,49.6839,6.14931,Indo-European,Luxembourgish_luxe1241,varikin,Luxembourgish_luxe1241.txt,,NA,,NA
v_macamaca1260,Maca,maca1260,Maca,mca,South America,-25.0119,-57.3694,,Maca_maca1260,varikin,Maca_maca1260.txt,,NA,,NA
v_macedonianmace1250,Macedonian,mace1250,Macedonian,mkd,Eurasia,41.5957,21.7932,Indo-European,Macedonian_mace1250,varikin,Macedonian_mace1250.txt,,NA,,NA
v_magyarhung1274,Hungarian,hung1274,Hungarian,hun,Eurasia,46.90685857,19.65552714,Uralic,Magyar_hung1274,varikin,Magyar_hung1274.txt,,NA,,NA
v_mahasupaharimaha1287,Mahasu Pahari,maha1287,Mahasu Pahari,bfz,Eurasia,31.0088,77.5317,Indo-European,Mahasu_Pahari_maha1287,varikin,Mahasu_Pahari_maha1287.txt,,NA,,NA
v_maithilimait1250,Maithili,mait1250,Maithili,mai,Eurasia,26.3817,86.2211,Indo-European,Maithili_mait1250,varikin,Maithili_mait1250.txt,,NA,,NA
v_makondemako1251,Makonde,mako1251,Makonde,kde,Africa,-10.9906,39.5133,Atlantic-Congo,Makonde_mako1251,varikin,Makonde_mako1251.txt,,NA,,NA
v_malapandarammala1468,Malapandaram,mala1468,Malapandaram,mjp,Eurasia,8.59225,77.272,Dravidian,Malapandaram_mala1468,varikin,Malapandaram_mala1468.txt,,NA,,NA
v_malayalammala1464,Malayalam,mala1464,Malayalam,mal,Eurasia,9.59208,76.7651,Dravidian,Malayalam_mala1464,varikin,Malayalam_mala1464.txt,,NA,,NA
v_malganamalg1242,Malgana,malg1242,Malgana,vml,Australia,-26.211,114.245,Pama-Nyungan,Malgana_malg1242,varikin,Malgana_malg1242.txt,,NA,,NA
v_mangarevansmang1401,Mangareva,mang1401,Mangareva,mrv,Papunesia,-23.1095,-134.97,Austronesian,Mangarevans_mang1401,varikin,Mangarevans_mang1401.txt,,NA,,NA
v_mansimans1258,Northern Mansi,mans1258,Northern Mansi,mns,Eurasia,64.4118,61.344,Uralic,Mansi_mans1258,varikin,Mansi_mans1258.txt,,NA,,NA
v_maorimaor1246,Māori,maor1246,Maori,mri,Papunesia,-38.2881,176.541,Austronesian,Māori_maor1246,varikin,Māori_maor1246.txt,,NA,,NA
v_mapudungunmapu1245,Mapudungun,mapu1245,Mapudungun,arn,South America,-38.7392,-71.277,,Mapudungun_mapu1245,varikin,Mapudungun_mapu1245.txt,,NA,,NA
v_marathimara1378,Marathi,mara1378,Marathi,mar,Eurasia,17.9344,76.6665,Indo-European,Marathi_mara1378,varikin,Marathi_mara1378.txt,,NA,,NA
v_marganymarg1253,Margany,marg1253,Margany,zmc,Australia,-26.789,144.892,Pama-Nyungan,Margany_marg1253,varikin,Margany_marg1253.txt,,NA,,NA
v_marieast2328,Eastern Mari,east2328,Eastern Mari,mhr,Eurasia,55.8307,48.405,Uralic,Mari_east2328,varikin,Mari_east2328.txt,,NA,,NA
v_martuwangkamart1256,Martu Wangka,mart1256,Martu Wangka,mpj,Australia,-23.35091166,123.6684224,Pama-Nyungan,MartuWangka_mart1256,varikin,MartuWangka_mart1256.txt,,NA,,NA
v_marwariindiamarw1260,Marwari (India),marw1260,Marwari (India),rwr,Eurasia,27.002,75.0656,Indo-European,Marwari_India__marw1260,varikin,Marwari_India__marw1260.txt,,NA,,NA
v_masaabamasa1299,Masaaba,masa1299,Masaaba,myx,Africa,1.05906,34.2829,Atlantic-Congo,Masaaba_masa1299,varikin,Masaaba_masa1299.txt,,NA,,NA
v_mashcopiromash1270,Mashco Piro,mash1270,Mashco Piro,cuj,South America,-11.4745,-70.7953,Arawakan,Mashco_Piro_mash1270,varikin,Mashco_Piro_mash1270.txt,,NA,,NA
v_mattolematt1238,Mattole-Bear River,matt1238,Mattole-Bear River,mvb,North America,40.4321,-122.863,,Mattole_matt1238,varikin,Mattole_matt1238.txt,,NA,,NA
v_mayomayo1264,Mayo,mayo1264,Mayo,mfy,North America,26.4522,-108.981,Uto-Aztecan,Mayo_mayo1264,varikin,Mayo_mayo1264.txt,,NA,,NA
v_mbalambal1257,Mbala,mbal1257,Mbala,mdp,Africa,-5.11888,18.041,Atlantic-Congo,Mbala_mbal1257,varikin,Mbala_mbal1257.txt,,NA,,NA
v_mberember1257,Mbere,mber1257,Mbere-Mbamba,mdt,Africa,-0.477445,14.2877,Atlantic-Congo,Mbere_mber1257,varikin,Mbere_mber1257.txt,,NA,,NA
v_mbuunmpuo1241,Mbuun,mpuo1241,Mbuun,zmp,Africa,-5.21134,19.4269,Atlantic-Congo,Mbuun_mpuo1241,varikin,Mbuun_mpuo1241.txt,,NA,,NA
v_mekeomeke1243,Mekeo,meke1243,Mekeo,mek,Papunesia,-8.23853,146.586,Austronesian,Mekeo_meke1243,varikin,Mekeo_meke1243.txt,,NA,,NA
v_merumeru1245,Meru,meru1245,Meru,mer,Africa,0.26484,37.7396,Atlantic-Congo,Meru_meru1245,varikin,Meru_meru1245.txt,,NA,,NA
v_metameta1238,Meta',meta1238,Meta',mgo,Africa,5.88942,9.87416,Atlantic-Congo,Meta_meta1238,varikin,Meta_meta1238.txt,,NA,,NA
v_middleenglishmidd1317,Middle English,midd1317,Middle English,enm,Eurasia,51.65,-1.11,Indo-European,Middle_English_midd1317,varikin,Middle_English_midd1317.txt,,NA,,NA
v_middlehighgermanmidd1343,Middle High German,midd1343,Middle High German,gmh,Eurasia,48.254,10.599,Indo-European,Middle_High_German_midd1343,varikin,Middle_High_German_midd1343.txt,,NA,,NA
v_midobmido1240,Midob,mido1240,Midob,mei,Africa,14.789,27.2236,,Midob_mido1240,varikin,Midob_mido1240.txt,,NA,,NA
v_mocovimoco1246,Mocoví,moco1246,Mocoví,moc,South America,-28.097,-60.4145,,Mocoví_moco1246,varikin,Mocoví_moco1246.txt,,NA,,NA
v_moderngreekmode1248,Modern Greek,mode1248,Modern Greek,ell,Eurasia,38.36,23.13,Indo-European,Modern_Greek_mode1248,varikin,Modern_Greek_mode1248.txt,,NA,,NA
v_modernwelshwels1247,Welsh,wels1247,Welsh,cym,Eurasia,52,-4,Indo-European,Modern_Welsh_wels1247,varikin,Modern_Welsh_wels1247.txt,,NA,,NA
v_mokpwemokp1239,Mokpwe,mokp1239,Mokpwe,bri,Africa,4.24178,9.23887,Atlantic-Congo,Mokpwe_mokp1239,varikin,Mokpwe_mokp1239.txt,,NA,,NA
v_mongomong1338,Mongo,mong1338,Mongo,lol,Africa,-1.54228,20.4259,Atlantic-Congo,Mongo_mong1338,varikin,Mongo_mong1338.txt,,NA,,NA
v_monomono1275,Mono (USA),mono1275,Mono (USA),mnr,North America,37.1935,-119.347,Uto-Aztecan,Mono_mono1275,varikin,Mono_mono1275.txt,,NA,,NA
v_mosetenchimanemose1249,Mosetén-Chimané,mose1249,Mosetén-Chimané,cas,South America,-14.64448,-67.83756,,Mosetén_Chimané_mose1249,varikin,Mosetén_Chimané_mose1249.txt,,NA,,NA
v_movimamovi1243,Movima,movi1243,Movima,mzp,South America,-13.8115,-65.6348,,Movima_movi1243,varikin,Movima_movi1243.txt,,NA,,NA
v_mudburramudb1240,Mudburra,mudb1240,Mudburra,mwd,Australia,-16.7694,132.329,Pama-Nyungan,Mudburra_mudb1240,varikin,Mudburra_mudb1240.txt,,NA,,NA
v_muiscachibchachib1270,Chibcha,chib1270,Chibcha,chb,South America,6.24999,-74.1666,,Muisca_Chibcha__chib1270,varikin,Muisca_Chibcha__chib1270.txt,,NA,,NA
v_mungakamung1266,Mungaka,mung1266,Mungaka,mhk,Africa,5.89752,10.0294,Atlantic-Congo,Mungaka_mung1266,varikin,Mungaka_mung1266.txt,,NA,,NA
v_muruwarimuru1266,Muruwari,muru1266,Muruwari,zmu,Australia,-28.9618,146.546,Pama-Nyungan,Muruwari_muru1266,varikin,Muruwari_muru1266.txt,,NA,,NA
v_myenemyen1241,Myene,myen1241,Myene,mye,Africa,-1.48741,9.50247,Atlantic-Congo,Myene_myen1241,varikin,Myene_myen1241.txt,,NA,,NA
v_navajonava1243,Navajo,nava1243,Navajo,nav,North America,36.2106,-110.082,,Navajo_nava1243,varikin,Navajo_nava1243.txt,,NA,,NA
v_ndumundum1239,Ndumu,ndum1239,Ndumu,nmd,Africa,-1.67033,13.7279,Atlantic-Congo,Ndumu_ndum1239,varikin,Ndumu_ndum1239.txt,,NA,,NA
v_negerhollandsnege1244,Negerhollands,nege1244,Negerhollands,dcr,North America,18.3416,-64.8922,Indo-European,Negerhollands_nege1244,varikin,Negerhollands_nege1244.txt,,NA,,NA
v_nepalinepa1254,Nepali,nepa1254,Nepali,npi,Eurasia,28,85,Indo-European,Nepali_nepa1254,varikin,Nepali_nepa1254.txt,,NA,,NA
v_nevomepima1248b,Pima Bajo,pima1248,Pima Bajo,pia,North America,28.654,-108.326,Uto-Aztecan,Nevome_pima1248b,varikin,Nevome_pima1248b.txt,,NA,,NA
